stockSymbol|best1Bid|best1BidVol|best2Bid|best2BidVol|best3Bid|best3BidVol|best4Bid|best4BidVol|best5Bid|best5BidVol|best6Bid|best6BidVol|best7Bid|best7BidVol|best8Bid|best8BidVol|best9Bid|best9BidVol|best10Bid|best10BidVol|best1Offer|best1OfferVol|best2Offer|best2OfferVol|best3Offer|best3OfferVol|best4Offer|best4OfferVol|best5Offer|best5OfferVol|best6Offer|best6OfferVol|best7Offer|best7OfferVol|best8Offer|best8OfferVol|best9Offer|best9OfferVol|best10Offer|best10OfferVol|matchedPrice|matchedVolume|highest|exchange|lowest|avgPrice|buyForeignQtty|buyForeignValue|sellForeignQtty|sellForeignValue|priceChange|priceChangePercent|nmTotalTradedQty|nmTotalTradedValue|currentBidQty|currentOfferQty|openInterest|ceiling|floor|refPrice|maturityDate|session|caStatus|remainForeignQtty|stockType|tradingStatus|lastTradingDate|coveredWarrantType|underlyingSymbol|exercisePrice|listedShare|issuerName|issueDate|openPrice|lastMatchedPrice|prevINAV|iNAV|iNAVChange|iNAVChangePercent|iIndex|maturityTime|ptBestBidPrice|ptBestBidQtty|ptTotalBidQtty|ptBestOfferPrice|ptBestOfferQtty|ptMatchQtty|ptMatchPrice|ptMaxPrice|ptMaxQtty|ptMinPrice|ptMinQtty|ptTotalTradedQtty|ptTotalTradedValue|f1|f2|f3|f4|f5|lastTradedTime
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||735800||782900||||||||""||||""|""|""|1779394112|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647119146|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||735800||783000||||||||""||||""|""|""|1779394112|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647119696|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||735800||783100||||||||""||||""|""|""|1779394112|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647119994|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||735800||784900||||||||""||||""|""|""|1779394112|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647120005|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||735800||800100||||||||""||||""|""|""|1779394112|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647120006|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||735800||803300||||||||""||||""|""|""|1779394112|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647120006|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||735800||803300||||||||""||||""|""|""|1779393112|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647125778|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||736800||803300||||||||""||||""|""|""|1779393112|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647125778|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||736800||803300||||||||""||||""|""|""|1779392112|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647136133|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||737800||803300||||||||""||||""|""|""|1779392112|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647136152|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||738800||803300||||||||""||||""|""|""|1779392112|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647152843|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||738800||803300||||||||""||||""|""|""|1779391112|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647152846|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||738800||804700||||||||""||||""|""|""|1779391112|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647168081|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||738800||804800||||||||""||||""|""|""|1779391112|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647168084|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||738800||804900||||||||""||||""|""|""|1779391112|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647168085|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||738800||805000||||||||""||||""|""|""|1779391112|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647168087|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||738800||805500||||||||""||||""|""|""|1779391112|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647168088|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||738800||806000||||||||""||||""|""|""|1779391112|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647168349|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||738800||806100||||||||""||||""|""|""|1779391112|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647168352|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||738800||806300||||||||""||||""|""|""|1779391112|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647168353|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||738800||806300||||||||""||||""|""|""|1779390212|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647179859|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||739700||806300||||||||""||||""|""|""|1779390212|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647179859|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||739700||806600||||||||""||||""|""|""|1779390212|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647182401|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||739700||806600||||||||""||||""|""|""|1779388212|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647185690|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||741700||806600||||||||""||||""|""|""|1779388212|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647185690|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||741700||806600||||||||""||||""|""|""|1779387212|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647193218|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||742700||806600||||||||""||||""|""|""|1779387212|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647193219|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||743700||806600||||||||""||||""|""|""|1779387212|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647232513|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||743700||806600||||||||""||||""|""|""|1779386212|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647232516|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||744700||806600||||||||""||||""|""|""|1779386212|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647238813|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||744700||806600||||||||""||||""|""|""|1779385212|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647238817|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||744700||806600||||||||""||||""|""|""|1779384212|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647253718|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||745700||806600||||||||""||||""|""|""|1779384212|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647253718|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||746700||806600||||||||""||||""|""|""|1779384212|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647259718|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||746700||806600||||||||""||||""|""|""|1779383212|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647259719|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||746900||806600||||||||""||||""|""|""|1779383212|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647284346|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||746900||806600||||||||""||||""|""|""|1779383012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647284348|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||746900||809600||||||||""||||""|""|""|1779383012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647284354|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||746900||809600||||||||""||||""|""|""|1779382012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647286738|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||747900||809600||||||||""||||""|""|""|1779382012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647286739|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||748700||809600||||||||""||||""|""|""|1779382012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647314240|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||748900||809600||||||||""||||""|""|""|1779382012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647314246|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||748900||809600||||||||""||||""|""|""|1779381212|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647314247|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||748900||809600||||||||""||||""|""|""|1779381012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647314247|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||748900||809630||||||||""||||""|""|""|1779381012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647324161|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||748900||809636||||||||""||||""|""|""|1779381012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647324421|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||748900||809665||||||||""||||""|""|""|1779381012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647324424|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||748900||809666||||||||""||||""|""|""|1779381012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647324424|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||748900||809698||||||||""||||""|""|""|1779381012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647324663|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||748900||809715||||||||""||||""|""|""|1779381012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647324671|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||748900||809757||||||||""||||""|""|""|1779381012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647324671|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||748900||809785||||||||""||||""|""|""|1779381012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647324758|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||748900||809765||||||||""||||""|""|""|1779381012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647324758|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||748900||809801||||||||""||||""|""|""|1779381012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647324758|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||748900||809829||||||||""||||""|""|""|1779381012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647324952|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||748900||809877||||||||""||||""|""|""|1779381012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647324957|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||748900||809891||||||||""||||""|""|""|1779381012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647324957|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||748900||809896||||||||""||||""|""|""|1779381012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647324957|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||748900||809897||||||||""||||""|""|""|1779381012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647324958|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||748900||809898||||||||""||||""|""|""|1779381012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647324958|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||748900||809948||||||||""||||""|""|""|1779381012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647324958|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||748900||809952||||||||""||||""|""|""|1779381012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647324958|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||748900||809985||||||||""||||""|""|""|1779381012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647324958|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||748900||809989||||||||""||||""|""|""|1779381012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647324959|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||748900||810019||||||||""||||""|""|""|1779381012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647324959|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||748900||810032||||||||""||||""|""|""|1779381012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647325036|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||748900||810075||||||||""||||""|""|""|1779381012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647325040|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||748900||810108||||||||""||||""|""|""|1779381012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647325309|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||748900||810128||||||||""||||""|""|""|1779381012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647325310|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||748900||810131||||||||""||||""|""|""|1779381012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647325310|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||748900||810150||||||||""||||""|""|""|1779381012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647325310|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||748900||810197||||||||""||||""|""|""|1779381012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647325311|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||748900||810208||||||||""||||""|""|""|1779381012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647325311|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||748900||810235||||||||""||||""|""|""|1779381012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647325311|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||748900||810281||||||||""||||""|""|""|1779381012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647325634|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||748900||810282||||||||""||||""|""|""|1779381012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647325635|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||748900||810291||||||||""||||""|""|""|1779381012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647325635|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||748900||810348||||||||""||||""|""|""|1779381012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647325636|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||748900||810357||||||||""||||""|""|""|1779381012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647325636|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||748900||810387||||||||""||||""|""|""|1779381012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647325636|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||748900||810407||||||||""||||""|""|""|1779381012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647325636|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||748900||810408||||||||""||||""|""|""|1779381012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647325636|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||748900||810477||||||||""||||""|""|""|1779381012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647325644|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||748900||810497||||||||""||||""|""|""|1779381012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647325645|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||748900||810502||||||||""||||""|""|""|1779381012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647325645|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||748900||810547||||||||""||||""|""|""|1779381012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647325645|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||748900||810553||||||||""||||""|""|""|1779381012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647325821|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||748900||810558||||||||""||||""|""|""|1779381012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647325822|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||748900||810578||||||||""||||""|""|""|1779381012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647325822|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||748900||810591||||||||""||||""|""|""|1779381012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647325822|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||748900||810596||||||||""||||""|""|""|1779381012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647325822|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||748900||810600||||||||""||||""|""|""|1779381012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647325822|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||749900||810600||||||||""||||""|""|""|1779381012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647333546|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||749900||810600||||||||""||||""|""|""|1779380012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647333548|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||749900||810656||||||||""||||""|""|""|1779380012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647337509|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||749900||810666||||||||""||||""|""|""|1779380012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647337509|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||749900||810668||||||||""||||""|""|""|1779380012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647337509|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||749900||810673||||||||""||||""|""|""|1779380012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647337509|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||749900||810678||||||||""||||""|""|""|1779380012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647337510|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||749900||810688||||||||""||||""|""|""|1779380012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647337510|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||749900||810703||||||||""||||""|""|""|1779380012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647337510|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||749900||810709||||||||""||||""|""|""|1779380012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647337580|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||749900||810719||||||||""||||""|""|""|1779380012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647337797|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||749900||810734||||||||""||||""|""|""|1779380012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647337797|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||749900||810739||||||||""||||""|""|""|1779380012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647337800|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||749900||810774||||||||""||||""|""|""|1779380012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647337800|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||749900||810803||||||||""||||""|""|""|1779380012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647337801|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||749900||810823||||||||""||||""|""|""|1779380012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647337801|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||749900||810833||||||||""||||""|""|""|1779380012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647337802|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||749900||810843||||||||""||||""|""|""|1779380012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647337802|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||749900||810844||||||||""||||""|""|""|1779380012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647337802|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||749900||810900||||||||""||||""|""|""|1779380012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647337802|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||749900||810900||||||||""||||""|""|""|1779379412|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647340938|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||749900||810900||||||||""||||""|""|""|1779379012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647340938|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||750500||810900||||||||""||||""|""|""|1779379012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647340938|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||750900||810900||||||||""||||""|""|""|1779379012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647340939|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||751200||810900||||||||""||||""|""|""|1779379012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647341601|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||751200||810900||||||||""||||""|""|""|1779378712|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647341607|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||751200||810900||||||||""||||""|""|""|1779378612|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647345161|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||751300||810900||||||||""||||""|""|""|1779378612|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647345161|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||754700||810900||||||||""||||""|""|""|1779378612|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647345714|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||754700||810900||||||||""||||""|""|""|1779375212|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647345716|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||754700||810900||||||||""||||""|""|""|1779374212|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647367644|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||755700||810900||||||||""||||""|""|""|1779374212|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647367644|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||755700||811200||||||||""||||""|""|""|1779374212|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647390632|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||755700||812200||||||||""||||""|""|""|1779374212|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647390633|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||755700||813400||||||||""||||""|""|""|1779374212|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647390634|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||755700||813900||||||||""||||""|""|""|1779374212|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647390635|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||755700||813900||||||||""||||""|""|""|1779369212|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647398477|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||760700||813900||||||||""||||""|""|""|1779368212|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647398535|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||761700||813900||||||||""||||""|""|""|1779368212|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647398584|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||761800||813900||||||||""||||""|""|""|1779368212|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647401572|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||761800||813900||||||||""||||""|""|""|1779368112|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647401579|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||761900||813900||||||||""||||""|""|""|1779368112|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647438829|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||761900||813900||||||||""||||""|""|""|1779368012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647438833|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||762900||813900||||||||""||||""|""|""|1779368012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647447573|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||762900||813900||||||||""||||""|""|""|1779367012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647447574|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||762900||814200||||||||""||||""|""|""|1779367012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647458098|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||762900||817200||||||||""||||""|""|""|1779367012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647469662|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||762900||818200||||||||""||||""|""|""|1779367012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647469663|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||762900||818500||||||||""||||""|""|""|1779367012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647469663|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||762900||819200||||||||""||||""|""|""|1779367012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647469663|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||763900||819200||||||||""||||""|""|""|1779367012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647474553|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||763900||819200||||||||""||||""|""|""|1779366012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647474554|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||764900||819200||||||||""||||""|""|""|1779366012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647501523|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||764900||819200||||||||""||||""|""|""|1779365012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647501524|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||764900||822200||||||||""||||""|""|""|1779365012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647502136|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||765900||822200||||||||""||||""|""|""|1779365012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647512700|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||765900||822200||||||||""||||""|""|""|1779364012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647512720|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||766800||822200||||||||""||||""|""|""|1779364012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647528674|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||766900||822200||||||||""||||""|""|""|1779364012|""|""|""|""|""|||""|""||||||||""||||||||||||||1743647528676|||||
